B01003_001E,B01003_001M,B00001_001E,B19301_001E,B19301_001M,B19013_001E,B19013_001M,B01002_001E,B01002_001M,B25001_001E,B25001_001M,B00002_001E,state,county,tract,block group
2446,190,371,63701,6014,123542,10249,34.0,1.2,1012,34,157,11,001,008302,1
1022,243,87,60556,8297,105139,33172,36.5,6.2,491,69,41,11,001,008402,1
1107,185,96,56327,9112,65500,10702,42.7,7.3,724,72,64,11,001,008402,2
1454,188,204,57715,8287,108304,34104,32.4,1.5,633,33,97,11,001,008410,1
1515,338,171,60386,14986,116111,34825,33.8,3.6,633,88,69,11,001,008701,1
1127,332,105,35486,7775,75298,44832,36.8,7.4,540,74,55,11,001,008701,2
1285,179,159,33858,14390,42121,18992,35.1,3.2,568,51,77,11,001,008702,1
741,189,105,42697,10755,63750,24498,39.0,6.9,390,49,58,11,001,008702,2
617,246,40,34671,11912,62212,35517,48.6,17.4,304,85,22,11,001,008802,1
1628,381,106,30321,7185,56179,20085,33.8,4.1,710,96,52,11,001,008802,2
1469,368,110,38637,9811,83106,21970,36.8,4.9,538,103,43,11,001,008802,3
1183,371,91,41725,21008,60221,30166,46.8,9.9,500,93,40,11,001,008802,4
2344,376,309,14890,4231,17303,9963,24.4,3.2,692,29,80,11,001,008803,1
980,299,85,24508,4908,50558,6681,34.0,3.8,537,101,42,11,001,008804,1
1520,309,106,24810,5227,33047,15793,37.3,3.6,946,122,66,11,001,008804,2
2628,437,153,26419,4872,48523,14400,31.9,4.2,1256,130,84,11,001,008903,1
820,414,43,14619,4100,25179,11541,29.6,13.2,470,113,29,11,001,008903,2
2255,367,133,22818,4033,27585,6267,34.7,5.7,1366,129,87,11,001,008904,1
1083,370,68,20475,4713,33833,21426,38.3,8.5,601,127,44,11,001,008904,2
1448,236,116,42301,6634,26714,11361,52.1,16.6,929,107,78,11,001,009000,1
1597,230,123,38209,9224,55000,23628,47.1,11.3,953,102,80,11,001,009000,2
922,294,61,33745,8522,66719,16495,34.2,6.5,399,93,31,11,001,009102,1
2505,385,165,29099,6365,42188,11455,28.6,2.5,1169,121,83,11,001,009102,2
1837,445,123,16039,5152,27875,15615,28.8,8.4,628,95,50,11,001,009102,3
2844,458,340,37097,6981,75703,22213,30.8,4.6,1015,51,121,11,001,009201,1
1344,293,82,28386,6085,95742,27234,37.1,3.0,427,84,28,11,001,009203,1
1342,334,104,47242,9061,75909,29645,42.5,4.1,860,91,58,11,001,009203,2
1037,208,63,28330,6142,53947,8670,34.6,3.0,513,101,33,11,001,009204,1
1814,326,110,11778,2423,14543,4537,31.8,6.6,904,116,66,11,001,009204,2
770,224,53,38780,10455,76315,6872,44.6,3.9,293,77,23,11,001,009301,1
966,245,81,47503,8789,96731,30538,43.5,10.6,426,81,37,11,001,009301,2
1001,350,57,40529,19273,104934,16482,38.4,10.0,319,83,24,11,001,009301,3
781,320,59,50136,19156,115921,94185,35.4,4.6,278,81,25,11,001,009301,4
1043,109,142,44018,8490,61836,7091,40.4,4.8,556,42,72,11,001,009302,1
822,263,68,48895,16429,86667,50793,45.5,5.6,343,65,32,11,001,009400,1
1455,378,102,28842,7132,59875,27081,35.0,8.8,556,89,44,11,001,009400,2
2041,392,161,29300,5240,111875,24586,42.3,5.1,556,94,50,11,001,009400,3
975,309,69,47415,8980,103098,19247,48.3,5.7,395,88,34,11,001,009400,4
3240,569,180,19552,3223,49444,4596,29.2,1.8,952,128,64,11,001,009501,1
837,350,48,18209,6966,30486,19498,28.0,5.4,374,89,26,11,001,009501,2
3548,442,514,11671,1969,39970,6397,20.5,0.5,676,112,52,11,001,009501,3
1706,341,116,41325,7554,94788,7142,46.5,6.9,655,110,56,11,001,009503,1
899,301,79,35839,9553,79826,50242,51.1,15.1,307,84,26,11,001,009503,2
832,236,66,45609,9178,83750,38711,41.4,3.8,358,76,30,11,001,009503,3
1593,418,111,46829,12814,68676,9446,35.8,9.8,905,83,65,11,001,009504,1
1725,340,159,36887,7211,101840,13485,56.6,6.0,513,77,45,11,001,009504,2
666,268,44,41788,14568,57454,29832,51.8,15.7,278,89,21,11,001,009505,1
608,179,61,55602,14413,98281,55756,61.7,15.2,453,98,34,11,001,009505,2
1305,299,80,29905,6644,58333,19099,34.9,7.6,588,99,38,11,001,009505,3
1777,206,205,28772,4774,61905,20150,34.9,5.6,623,29,88,11,001,009507,1
845,230,65,46649,26499,39750,28711,47.4,11.1,566,123,41,11,001,009508,1
1374,393,116,33781,7086,72054,9929,40.8,12.8,576,93,54,11,001,009508,2
1469,349,81,26545,6289,55450,19304,37.5,6.1,599,108,38,11,001,009508,3
1430,453,83,32370,10285,75313,37009,34.9,6.8,486,101,38,11,001,009509,1
802,283,72,32821,5728,59904,15350,57.6,15.7,394,98,40,11,001,009509,2
1077,285,66,35837,7765,56615,31168,36.5,17.4,490,100,32,11,001,009509,3
2383,266,242,16533,2743,30893,6477,34.3,3.0,919,48,95,11,001,009601,1
1530,306,109,15945,3717,25184,9910,28.6,7.8,776,124,60,11,001,009602,1
2143,406,86,10954,2856,21964,7351,25.6,2.5,922,121,45,11,001,009602,2
1694,381,109,20761,3384,40699,7627,47.4,4.2,870,112,59,11,001,009603,1
601,199,55,45731,24751,63421,18998,39.9,16.2,294,74,27,11,001,009603,2
1219,527,57,21770,9241,30565,8947,29.9,17.4,653,119,34,11,001,009603,3
1364,268,137,27900,3770,48750,11967,47.5,5.8,646,67,79,11,001,009604,1
759,183,88,31579,7546,54091,34093,56.5,8.0,406,63,48,11,001,009604,2
2567,450,127,16519,3261,30917,15353,29.4,4.7,976,114,58,11,001,009700,1
867,370,56,21483,8453,-666666666,-222222222,31.6,16.5,364,109,19,11,001,009700,2
2373,305,244,13661,2508,21845,8152,25.7,2.2,963,33,108,11,001,009801,1
635,156,74,4980,1384,12500,5405,17.4,7.9,351,47,42,11,001,009802,1
1122,210,119,23359,4727,42232,17461,36.0,3.5,544,45,67,11,001,009802,2
853,273,58,13825,4977,15170,14174,27.8,7.7,421,85,29,11,001,009803,1
894,346,52,16067,6135,42589,24532,29.2,14.6,401,86,28,11,001,009803,2
1039,228,82,29539,23716,16453,6248,50.3,15.9,608,90,51,11,001,009803,3
1838,355,192,19596,3785,36680,3129,27.9,7.7,793,67,93,11,001,009804,1
996,225,117,18818,3837,35871,6570,39.9,7.4,329,59,44,11,001,009804,2
655,209,59,27793,9385,56250,17231,54.4,4.7,295,70,28,11,001,009807,1
2216,367,156,32029,13610,38482,6943,41.3,10.8,1330,72,93,11,001,009807,2
1728,402,82,15714,5168,31101,7754,27.5,4.1,757,109,41,11,001,009810,1
930,267,56,16630,6143,-666666666,-222222222,29.0,17.5,454,87,30,11,001,009810,2
2027,498,97,12562,3281,23533,5183,26.4,2.1,977,122,52,11,001,009811,1
3064,504,168,15589,2572,32134,5836,32.9,4.9,1178,125,73,11,001,009811,2
1029,360,65,32055,6646,56818,27689,37.4,5.3,366,76,29,11,001,009901,1
1689,300,122,51397,8266,108173,41776,50.1,4.8,749,77,59,11,001,009901,2
812,253,70,38285,18576,49938,16196,44.4,8.6,425,100,33,11,001,009902,1
2152,344,123,23263,4523,45946,15577,37.4,6.4,908,115,55,11,001,009902,2
1175,301,97,22021,4440,45294,15414,37.4,7.7,471,70,41,11,001,009903,1
679,190,68,31676,10846,69471,31936,41.8,10.6,287,65,29,11,001,009903,2
774,271,82,17639,3549,31750,26961,27.3,6.1,415,74,46,11,001,009904,1
1822,282,179,21107,4893,31331,3956,27.4,5.9,898,77,98,11,001,009904,2
1261,426,94,28500,15795,41190,7595,34.1,7.5,541,85,42,11,001,009905,1
763,245,50,21912,4650,45729,24170,40.5,8.6,408,83,29,11,001,009905,2
873,259,66,23826,8681,45000,5008,24.7,17.4,437,85,31,11,001,009905,3
1463,185,187,22804,3121,42813,8784,35.7,3.9,790,34,105,11,001,009906,1
576,245,36,28505,6423,-666666666,-222222222,37.6,4.4,267,90,19,11,001,009907,1
2366,315,125,13640,3118,25043,10374,29.5,2.3,998,89,58,11,001,009907,2
1856,245,156,77424,15337,93362,8115,39.1,3.7,1429,101,117,11,001,010100,1
791,190,72,57784,11818,75160,12983,34.6,2.9,555,91,54,11,001,010100,2
1040,210,117,63303,9991,111250,14249,45.5,8.4,523,69,59,11,001,010200,1
1512,276,116,64119,11030,98073,11067,35.7,3.7,1026,79,88,11,001,010200,2
823,172,74,38793,6989,66635,30314,30.0,7.5,282,51,28,11,001,010300,1
1095,251,94,34269,9979,68906,20119,42.6,6.4,505,80,48,11,001,010300,2
1347,309,97,28326,6065,44117,10791,43.0,10.0,540,80,45,11,001,010300,3
1760,476,97,22289,5767,43088,14210,30.5,8.3,665,124,41,11,001,010400,1
2966,630,172,16526,3023,34929,11444,37.9,4.8,1140,133,60,11,001,010400,2
1605,320,71,42481,8397,46903,5772,35.4,5.4,940,150,44,11,001,010500,1
1915,294,112,73412,7709,101618,27016,35.8,1.1,1382,161,76,11,001,010500,2
994,230,76,37223,10727,80875,75763,27.5,1.7,391,83,30,11,001,010600,1
4657,400,393,70884,6546,116680,13115,30.6,0.8,2641,133,223,11,001,010600,2
798,282,64,36471,8754,85240,45076,36.8,3.8,287,78,21,11,001,010600,3
859,159,91,53998,22053,45000,24106,24.0,2.2,497,72,46,11,001,010700,1
862,147,98,80722,18621,96688,15962,30.7,1.5,762,79,78,11,001,010700,2
1521,279,221,14838,5837,29881,25322,20.4,0.6,299,67,28,11,001,010800,1
2350,287,336,9217,1478,19688,15554,19.6,0.3,537,82,58,11,001,010800,2
2527,382,382,10327,3093,63750,43808,20.3,0.6,258,70,26,11,001,010800,3
2450,515,130,14806,3764,29883,7529,23.3,3.8,866,102,53,11,001,010900,1
1859,792,161,10536,4395,35625,11253,23.1,5.6,596,97,43,11,001,010900,2
666,373,26,33830,7754,-666666666,-222222222,30.7,2.3,305,108,13,11,001,011000,1
864,173,56,78440,20394,97847,53201,59.4,11.0,629,114,36,11,001,011000,2
686,193,31,93428,18862,90250,20211,47.8,7.2,596,115,26,11,001,011000,3
1444,235,80,65898,11205,72467,16976,54.1,12.6,1098,167,58,11,001,011000,4
1731,426,114,36401,7320,89427,15055,36.4,4.0,629,108,47,11,001,011100,1
2155,374,168,30290,6421,60347,25460,38.6,5.5,709,90,63,11,001,011100,2
1639,376,192,17374,3268,27863,9591,51.9,3.9,579,103,45,11,001,011100,3]]
